ens_gene	Symbol	Uniq_syms	entrez	Gene_name	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000127527.14	EPS15L1	EPS15L1	58513	epidermal growth factor receptor pathway substrate 15 like 1	542.3953383370749	0.2092602799567471	0.09635440977039422	0.007190606918860282	0.04674300440442408
ENSG00000136718.10	IMP4	IMP4	92856	IMP U3 small nucleolar ribonucleoprotein 4	492.5533489003142	-0.23198307293754358	0.11206403290010405	0.007203985223207312	0.04681235243613119
ENSG00000110880.10	CORO1C	CORO1C	23603	coronin 1C	7759.902369190953	-0.23433063521356196	0.1138417409546384	0.007225188138763906	0.04693247443878533
ENSG00000108733.10	PEX12	PEX12	5193	peroxisomal biogenesis factor 12	208.3819365976779	0.2632475349142004	0.13604337471529526	0.007238063636554481	0.04699843425961241
ENSG00000161328.11	LRRC56	LRRC56	115399	leucine rich repeat containing 56	34.789666024299216	0.429806809761062	0.2875143630292832	0.007243160108833455	0.04701385246139475
ENSG00000225383.8	SFTA1P	SFTA1P	207107	surfactant associated 1, lncRNA	8.488054824646088	-0.602843598375485	0.6289448623913132	0.007268743954033823	0.04713160815043055
ENSG00000262468.6	NA	ENSG00000262468.6	NA	NA	23.608531051214086	0.5153188093129473	0.39557168847067303	0.00726911340818452	0.04713160815043055
ENSG00000205981.8	DNAJC19	DNAJC19	131118	DnaJ heat shock protein family (Hsp40) member C19	350.92171075837877	-0.2361453303977704	0.11533505762470965	0.007272850393676046	0.04713160815043055
ENSG00000187801.15	ZFP69B	ZFP69B	65243	ZFP69 zinc finger protein B	23.07961133265047	0.5237414491671755	0.4092827265872166	0.007273272212734202	0.04713160815043055
ENSG00000196535.16	MYO18A	MYO18A	399687	myosin XVIIIA	1628.9463607641244	0.26063614222120773	0.13412478527094104	0.007275516356586001	0.04713160815043055
ENSG00000081870.11	IFT25	IFT25	51668	intraflagellar transport 25	239.94145130802872	-0.23363620556612583	0.11351039579221112	0.007277674787934129	0.04713160815043055
ENSG00000272668.2	LOC107985216	LOC107985216	107985216	uncharacterized LOC107985216	159.53943810583374	0.5141209363687222	0.39401345919689046	0.007281553448674314	0.04713905216098305
ENSG00000197557.7	IFT70A	IFT70A	92104	intraflagellar transport 70A	154.33464326178358	0.336444749023501	0.19843370657896453	0.007290577430671954	0.04717978770422106
ENSG00000138496.16	PARP9	PARP9	83666	poly(ADP-ribose) polymerase family member 9	866.6208713533018	0.3345840809233272	0.19717165096063294	0.0073480070048408995	0.047533624339929595
ENSG00000181804.15	SLC9A9	SLC9A9	285195	solute carrier family 9 member A9	879.640117610081	-0.3393712908295819	0.20156676939603801	0.007364656251928283	0.047607377898344405
ENSG00000004846.16	ABCB5	ABCB5	340273	ATP binding cassette subfamily B member 5	17.88379965941577	0.6044710600646208	0.6614700947283128	0.007364920897659579	0.047607377898344405
ENSG00000005471.17	ABCB4	ABCB4	5244	ATP binding cassette subfamily B member 4	32.49134397268412	0.544740923341859	0.45094568354243963	0.007368583648961133	0.04761323486152513
ENSG00000103540.16	CCP110	CCP110	9738	centriolar coiled-coil protein 110	361.30123806944425	0.21339665368779054	0.09959589443466281	0.007374799161680309	0.047635576335281336
ENSG00000068120.15	COASY	COASY	80347	Coenzyme A synthase	858.4475904540957	-0.1966469825452558	0.08885578728615229	0.007401958881761096	0.04779313413300099
ENSG00000259495.3	ARNT2-DT	ARNT2-DT	101929560	ARNT2 divergent transcript	22.96675658428212	0.5617548543085545	0.4909731187411788	0.007406878722671056	0.04780702888564069
ENSG00000226149.6	NA	ENSG00000226149.6	NA	NA	12.959768465004835	-0.5725806554751425	0.520735313685389	0.007414364098572188	0.047837466085371254
ENSG00000180992.7	MRPL14	MRPL14	64928	mitochondrial ribosomal protein L14	334.04575390458297	0.3042492109631226	0.1710335201216532	0.007418872163681446	0.047848678122145605
ENSG00000182195.9	LDOC1	LDOC1	23641	LDOC1 regulator of NFKB signaling	656.7381983026595	0.2096483845404294	0.09724271693335979	0.007429175330242301	0.047897243861121694
ENSG00000166402.8	TUB	TUB	7275	TUB bipartite transcription factor	688.6357727738858	0.28437267320276366	0.15422167288910393	0.007433205047714974	0.04790534238213919
ENSG00000085552.17	IGSF9	IGSF9	57549	immunoglobulin superfamily member 9	2.2664471509968496	0.4934983033239561	0.8681677669007382	0.007435836771801254	NA
ENSG00000135074.15	ADAM19	ADAM19	8728	ADAM metallopeptidase domain 19	742.7843046424532	-0.3460412688742305	0.20815259477444284	0.0074436948718084265	0.04794728789468495
ENSG00000147905.17	ZCCHC7	ZCCHC7	84186	zinc finger CCHC-type containing 7	373.3629797201171	0.2525803462707566	0.12846016554889034	0.007445265524174678	0.04794728789468495
ENSG00000060762.19	MPC1	MPC1	51660	mitochondrial pyruvate carrier 1	298.2603391803369	-0.30090739424805224	0.16835237189707825	0.0074534282567767255	0.047981965281791876
ENSG00000105559.12	PLEKHA4	PLEKHA4	57664	pleckstrin homology domain containing A4	1185.7357450481695	0.3614776215711958	0.22259404999366275	0.007478020515282144	0.04812234364379776
ENSG00000154479.13	CFAP210	CFAP210	129881	cilia and flagella associated protein 210	33.47385958814338	-0.546229402188049	0.45830767638907827	0.007481195050659178	0.04812484205399826
ENSG00000104885.18	DOT1L	DOT1L	84444	DOT1 like histone lysine methyltransferase	295.62633298911135	-0.2510420757436412	0.12746218634005838	0.007498265766029358	0.04821669631826473
ENSG00000042088.14	TDP1	TDP1	55775	tyrosyl-DNA phosphodiesterase 1	189.07602561731198	0.2848862235765619	0.15533762253044486	0.007572340670910252	0.04867490437959132
ENSG00000139826.6	ABHD13	ABHD13	84945	abhydrolase domain containing 13	355.7465135907171	-0.25968046832923614	0.13467230587514728	0.007592926337762542	0.0487890713191349
ENSG00000131043.12	AAR2	AAR2	25980	AAR2 splicing factor	688.1920968741981	-0.19166422288229576	0.08628938562826516	0.007618125351210212	0.048932785818558124
ENSG00000131669.10	NINJ1	NINJ1	4814	ninjurin 1	472.90356036416665	0.37671757364290426	0.23826371234585605	0.007630490646545297	0.04899399050079196
ENSG00000185267.10	CDNF	CDNF	441549	cerebral dopamine neurotrophic factor	48.612318730598275	0.44172904739886143	0.30568837930331216	0.007642029240946261	0.04904984357102334
ENSG00000008513.16	ST3GAL1	ST3GAL1	6482	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	1557.5043540599424	0.36286940257437406	0.22532359588786638	0.007656596371240452	0.04912508637595286
ENSG00000072310.17	SREBF1	SREBF1	6720	sterol regulatory element binding transcription factor 1	1518.710193735384	0.437063706287284	0.300766291183026	0.007667151803265133	0.049164369793525224
ENSG00000181523.13	SGSH	SGSH	6448	N-sulfoglucosamine sulfohydrolase	1301.3150850477975	0.17428288219861668	0.07630532722637771	0.007668412009249476	0.049164369793525224
ENSG00000185697.16	MYBL1	MYBL1	4603	MYB proto-oncogene like 1	72.41983696276264	0.47570334355721083	0.34779741795343033	0.007691803101249277	0.04929603828006587
ENSG00000110031.12	LPXN	LPXN	9404	leupaxin	108.94424214203109	0.3416410230739663	0.205947762659232	0.007695709962379901	0.0493027828153656
ENSG00000174791.11	RIN1	RIN1	9610	Ras and Rab interactor 1	196.34610766865745	0.3493617241431206	0.21340609707876743	0.0077455452729404736	0.04960365515544229
ENSG00000105778.19	AVL9	AVL9	23080	AVL9 cell migration associated	757.7088055312082	-0.2224003807372836	0.10691372996300061	0.007759300190612886	0.04967332575695543
ENSG00000189058.9	APOD	APOD	347	apolipoprotein D	465.0143165282716	-0.5259209624331825	0.4281555603441894	0.007789324564822703	0.04982908579747185
ENSG00000136628.18	EPRS1	EPRS1	2058	glutamyl-prolyl-tRNA synthetase 1	2656.9827926826697	0.21435525362898802	0.10138262566555183	0.00779167417053246	0.04982908579747185
ENSG00000246859.3	STARD4-AS1	STARD4-AS1	100505678	STARD4 antisense RNA 1	126.30880803722972	0.3476413062935497	0.21215481313335194	0.007792285823238274	0.04982908579747185
ENSG00000187720.14	THSD4	THSD4	79875	thrombospondin type 1 domain containing 4	3086.893900354831	0.4322358708387662	0.2971978022008306	0.007810030904039041	0.04992407615638872
ENSG00000213024.11	NUP62	NUP62	23636	nucleoporin 62	565.7378726815983	0.23960557322235784	0.11978078747793455	0.007815722062071713	0.049941972421791575
ENSG00000204560.10	DHX16	DHX16	8449	DEAH-box helicase 16	778.8932591662718	-0.21202731713076278	0.09990521253329362	0.007833874480122656	0.05003945267036927
ENSG00000237352.4	NA	ENSG00000237352.4	NA	NA	46.77654586551509	0.4464820785444297	0.3138639384240159	0.007839245229981872	0.050043521322174794
ENSG00000136643.12	RPS6KC1	RPS6KC1	26750	ribosomal protein S6 kinase C1	704.3925129098819	0.20424375792569305	0.09473086700251475	0.0078403062006603165	0.050043521322174794
ENSG00000284999.1	NA	ENSG00000284999.1	NA	NA	1.5583364663503676	-0.4395439868568017	0.8539097377489244	0.007844580510619772	NA
ENSG00000147592.9	LACTB2	LACTB2	51110	lactamase beta 2	211.11508774247494	-0.3858665486896479	0.24919928990128412	0.007855817564536103	0.05012400479300612
ENSG00000204241.8	LINC02731	LINC02731	100128239	long intergenic non-protein coding RNA 2731	3.212484883409	0.5560534446643964	0.8225826638466198	0.007870470500483534	NA
ENSG00000172530.20	BANP	BANP	54971	BTG3 associated nuclear protein	175.9398056918048	0.3382472058202736	0.204078427724498	0.007874539315367123	0.050224905116329745
ENSG00000068028.17	RASSF1	RASSF1	11186	Ras association domain family member 1	701.8927924797274	-0.29996877550030254	0.1698665603210966	0.007882150306258964	0.05025489113684194
ENSG00000151376.16	ME3	ME3	10873	malic enzyme 3	386.85344972359553	0.3364842660129815	0.2025477968051146	0.007887061115413348	0.050267645603475776
ENSG00000131732.12	ZCCHC9	ZCCHC9	84240	zinc finger CCHC-type containing 9	595.2229630076276	0.2769777597989019	0.15026582940030778	0.007908744847197061	0.050387252305712886
ENSG00000261556.10	SMG1P7	SMG1P7	100506060	SMG1 pseudogene 7	31.784767603571666	0.48648157411609494	0.36735217201121445	0.007945355397369923	0.05060183570183381
ENSG00000127837.9	AAMP	AAMP	14	angio associated migratory cell protein	1334.7388554474248	-0.22890066517057345	0.11222938886866402	0.007962629466643919	0.05069315744484842
ENSG00000174576.10	NPAS4	NPAS4	266743	neuronal PAS domain protein 4	3.364851957191596	-0.5675516271755751	0.798854067764423	0.007975687153066482	NA
ENSG00000155792.10	DEPTOR	DEPTOR	64798	DEP domain containing MTOR interacting protein	30.11724746425094	0.5019821973634644	0.3918727194978886	0.007989165327571907	0.05084335428807
ENSG00000283154.2	SCHIP1	SCHIP1_ENSG00000283154.2	29970	schwannomin interacting protein 1	21.721903462779192	-0.5125879034539951	0.41092022891756885	0.008037090428560698	0.051129512295432916
ENSG00000149548.15	CCDC15	CCDC15	80071	coiled-coil domain containing 15	19.578168587204125	0.49280317379651944	0.3791447912465627	0.0080634857017633	0.051278543829475595
ENSG00000068001.14	HYAL2	HYAL2	8692	hyaluronidase 2	414.00913427208945	0.19897436095575788	0.09185794203186892	0.008069223981024205	0.05129614891433569
ENSG00000189144.13	ZNF573	ZNF573	126231	zinc finger protein 573	50.91643104830768	0.3838363785020999	0.2494603487476544	0.008107381556816973	0.051519755058625
ENSG00000198663.16	C6orf89	C6orf89	221477	chromosome 6 open reading frame 89	4734.008366606702	0.16021480579423314	0.06948267887206698	0.00811942630985876	0.05157731931735215
ENSG00000166170.9	BAG5	BAG5	9529	BAG cochaperone 5	676.0079857935773	-0.19019431815012086	0.08663287587951753	0.008202478592865499	0.052085739064695914
ENSG00000108788.11	MLX	MLX	6945	MAX dimerization protein MLX	519.0358280299682	-0.21553293149641106	0.10334234034041531	0.008217009702100419	0.052158835565850215
ENSG00000150540.14	HNMT	HNMT	3176	histamine N-methyltransferase	1064.6163298103684	-0.49083118092145916	0.37974981379193146	0.008235324893494166	0.052255889625433954
ENSG00000169902.15	TPST1	TPST1	8460	tyrosylprotein sulfotransferase 1	1934.8464913029175	0.3067999481178074	0.17788407188473643	0.008247515837084992	0.052283897760674304
ENSG00000099904.15	ZDHHC8	ZDHHC8	29801	zinc finger DHHC-type palmitoyltransferase 8	1072.0465813944757	-0.22541626621628305	0.11052576302616164	0.00824877116190316	0.052283897760674304
ENSG00000139718.10	SETD1B	SETD1B	23067	SET domain containing 1B, histone lysine methyltransferase	953.2575011647043	-0.187493024458827	0.08507761215521224	0.008248820136512128	0.052283897760674304
ENSG00000167642.13	SPINT2	SPINT2	10653	serine peptidase inhibitor, Kunitz type 2	30.258570630907396	-0.5811156639673999	0.6523872803330832	0.008254779912523534	0.05230247932835894
ENSG00000223768.2	LINC00205	LINC00205	642852	long intergenic non-protein coding RNA 205	637.1240867741312	0.24035674562708342	0.12186956192355487	0.008262525069253948	0.05233235533412328
ENSG00000181610.13	MRPS23	MRPS23	51649	mitochondrial ribosomal protein S23	427.2696767800889	-0.22516526142039056	0.1105289201916505	0.008312946428296884	0.05263240861786795
ENSG00000164929.17	BAALC	BAALC	79870	BAALC binder of MAP3K1 and KLF4	56.3556656262118	0.5461147675684909	0.49480328573907956	0.00833162835219206	0.0527313612675197
ENSG00000203943.8	SAMD13	SAMD13	148418	sterile alpha motif domain containing 13	10.598701129227171	0.5536096233340929	0.5182173788746968	0.008347873095938771	0.05281482201943386
ENSG00000140265.12	ZSCAN29	ZSCAN29	146050	zinc finger and SCAN domain containing 29	497.95159304627424	0.21186554803784233	0.10114387662419193	0.008353765803516013	0.05283275099169849
ENSG00000109133.13	TMEM33	TMEM33	55161	transmembrane protein 33	715.7454591643004	-0.2155478548019098	0.10374333445142407	0.008363797310490025	0.05287683277700722
ENSG00000258412.1	NA	ENSG00000258412.1	NA	NA	5.951778995852292	0.5749819121567471	0.7344677485803961	0.008376915035819847	0.052935356728710324
ENSG00000184271.17	POU6F1	POU6F1	5463	POU class 6 homeobox 1	271.47139564567976	0.2413988250422513	0.12307663956968652	0.008379726596607967	0.052935356728710324
ENSG00000103248.19	MTHFSD	MTHFSD	64779	methenyltetrahydrofolate synthetase domain containing	290.5716998264548	0.29274678852811536	0.16611508393435526	0.00838224876407033	0.052935356728710324
ENSG00000198270.13	TMEM116	TMEM116	89894	transmembrane protein 116	149.62763801862198	0.31401613118516464	0.18520709295642784	0.008393560895366876	0.05298742097396809
ENSG00000126581.13	BECN1	BECN1	8678	beclin 1	952.4274639103093	-0.18263134122190006	0.08244824359521676	0.008396721407298014	0.052988005899470704
ENSG00000139292.13	LGR5	LGR5	8549	leucine rich repeat containing G protein-coupled receptor 5	4.830808524777656	-0.5141329431052258	0.8339169948379351	0.008400270107725127	0.0529910391894187
ENSG00000219565.2	NA	ENSG00000219565.2	NA	NA	3.5840840159789558	-0.5139364197633506	0.8339311842275291	0.00840287603836776	NA
ENSG00000104081.14	BMF	BMF	90427	Bcl2 modifying factor	194.01105412771545	0.40692087760735074	0.2766411938588149	0.008440752779103238	0.05322697407837573
ENSG00000125835.18	SNRPB	SNRPB	6628	small nuclear ribonucleoprotein polypeptides B and B1	477.0780595784125	-0.33398176094856474	0.20416870613812096	0.008482972395538902	0.053473685845163474
ENSG00000286545.1	NA	ENSG00000286545.1	NA	NA	9.333545173588549	0.5585197546608821	0.5471736089891274	0.008518332742547416	0.05367699493953994
ENSG00000109265.14	CRACD	CRACD	57482	capping protein inhibiting regulator of actin dynamics	80.76990932631395	0.5452456981755033	0.5028530871590177	0.008540686135030657	0.053798224261214264
ENSG00000186364.12	NUDT17	NUDT17	200035	nudix hydrolase 17	43.056063331883784	0.4549071452233603	0.3350267864572158	0.008581827378821292	0.05403766769486014
ENSG00000104320.13	NBN	NBN	4683	nibrin	748.7324920735396	0.24511471407471722	0.1267786894750207	0.008603171881873617	0.05415232680164764
ENSG00000273117.1	NA	ENSG00000273117.1	NA	NA	6.357088732140267	0.5713934452940352	0.7135688698766147	0.00861237962223747	0.05419053582341915
ENSG00000183691.6	NOG	NOG	9241	noggin	6.501162972892075	-0.5709049306195741	0.6302382935542327	0.008620468830742176	0.054221681589431484
ENSG00000166387.13	PPFIBP2	PPFIBP2	8495	PPFIA binding protein 2	485.0690946315937	-0.3016323652213058	0.1754765557931087	0.008664393125913737	0.05447812088488608
ENSG00000165269.13	AQP7	AQP7	364	aquaporin 7	9.661425225015485	0.5529426319593843	0.7773322616247987	0.008684288854997474	0.054583346835340746
ENSG00000103994.17	ZNF106	ZNF106	64397	zinc finger protein 106	10920.914578059697	-0.33063739013442206	0.20242658350953	0.008702041693698412	0.05467503242399381
ENSG00000261338.2	NA	ENSG00000261338.2	NA	NA	34.58815784896407	-0.48109984899648733	0.3742869713719185	0.008706482319308585	0.054683040952399224
ENSG00000196878.15	LAMB3	LAMB3	3914	laminin subunit beta 3	236.4559411628394	0.40599411028431126	0.27845063534517567	0.00871334052651363	0.05470622230968499
ENSG00000084674.15	APOB	APOB	338	apolipoprotein B	198.80237159248767	-0.5429256024825286	0.5075975615641095	0.008764919051448827	0.05498501126785657
ENSG00000141030.13	COPS3	COPS3	8533	COP9 signalosome subunit 3	631.3523867401847	0.21096037996231606	0.10155098654319973	0.008765493560876188	0.05498501126785657
ENSG00000172602.11	RND1	RND1	27289	Rho family GTPase 1	5.634239245836012	-0.5696442536138994	0.6751552913420392	0.008768058149212108	0.05498501126785657
ENSG00000137960.6	GIPC2	GIPC2	54810	GIPC PDZ domain containing family member 2	19.57512015735331	-0.5622969069347868	0.588867910587916	0.008770478580531777	0.05498501126785657
ENSG00000187987.9	ZSCAN23	ZSCAN23	222696	zinc finger and SCAN domain containing 23	57.66360155095795	0.4172306444350394	0.2916638046628348	0.008773902273756863	0.05498651671710034
ENSG00000092094.11	OSGEP	OSGEP	55644	O-sialoglycoprotein endopeptidase	285.8215541444108	0.22942343767193676	0.11509167159141041	0.008781877340522253	0.05501653443072193
